x, y
1.000000000000000000e+00,1.329316867057984190e-17
9.999374280213352284e-01,-4.547921491642150327e-06
9.997497285411739432e-01,-1.818978502486604353e-05
9.994369509211059599e-01,-4.091989213672546214e-05
9.989991774107578326e-01,-7.272875990104753544e-05
9.984365231182816824e-01,-1.136031425975529230e-04
9.977491359690959793e-01,-1.635260618516863628e-04
9.969371966529260165e-01,-2.224768450489164379e-04
9.960009185592133552e-01,-2.904311717729637574e-04
9.949405477009758414e-01,-3.673611279654041915e-04
9.937563626272112316e-01,-4.532352674507175716e-04
9.924486743239568920e-01,-5.480186804230442396e-04
9.910178261041229231e-01,-6.516730684418919851e-04
9.894641934862350441e-01,-7.641568254392651100e-04
9.877881840622333431e-01,-8.854251241975287946e-04
9.859902373544807697e-01,-1.015430007717312358e-03
9.840708246621518995e-01,-1.154120484857548441e-03
9.820304488971755008e-01,-1.301442629596163058e-03
9.798696444099186387e-01,-1.457339683227465476e-03
9.775889768048042772e-01,-1.621752158788386262e-03
9.751890427460614408e-01,-1.794617946978742037e-03
9.726704697538189892e-01,-1.975872422823053524e-03
9.700339159907507280e-01,-2.165448552305652107e-03
9.672800700394883489e-01,-2.363276998197333476e-03
9.644096506710263528e-01,-2.569286224286898568e-03
9.614234066043358951e-01,-2.783402597224915280e-03
9.583221162574173668e-01,-3.005550485189083850e-03
9.551065874900113162e-01,-3.235652352585640691e-03
9.517776573381979688e-01,-3.473628850010280784e-03
9.483361917411073927e-01,-3.719398898705409198e-03
9.447830852599627960e-01,-3.972879768768516201e-03
9.411192607896777806e-01,-4.233987150389030910e-03
9.373456692632264886e-01,-4.502635217415949451e-03
9.334632893489980265e-01,-4.778736682589370018e-03
9.294731271413437801e-01,-5.062202843803267731e-03
9.253762158445254515e-01,-5.352943620803983504e-03
9.211736154502594420e-01,-5.650867581770875787e-03
9.168664124090483147e-01,-5.955881959270382421e-03
9.124557192954921847e-01,-6.267892655123307767e-03
9.079426744677522310e-01,-6.586804233776000217e-03
9.033284417213434114e-01,-6.912519903820675202e-03
8.986142099374196945e-01,-7.244941487367713429e-03
8.938011927257109024e-01,-7.583969377031084605e-03
8.888906280622612677e-01,-7.929502480350677368e-03
8.838837779221117019e-01,-8.281438151538743700e-03
8.787819279070634426e-01,-8.639672110502327057e-03
8.735863868686504219e-01,-9.004098349161240161e-03
8.682984865264435914e-01,-9.374609025147816882e-03
8.629195810817977819e-01,-9.751094343044542506e-03
8.574510468271554497e-01,-1.013344242338274671e-02
8.518942817510055665e-01,-1.052153915969734725e-02
8.462507051385951273e-01,-1.091526806399950589e-02
8.405217571684862055e-01,-1.131451010109831359e-02
8.347088985050449272e-01,-1.171914351227198656e-02
8.288136098869455237e-01,-1.212904362885318041e-02
8.228373917117688396e-01,-1.254408267636086295e-02
8.167817636167737927e-01,-1.296412956987357847e-02
8.106482640559167230e-01,-1.338904970140109528e-02
8.044384498731893540e-01,-1.381870472007085300e-02
7.981538958723537469e-01,-1.425295230600160876e-02
7.917961943831434146e-01,-1.469164593879223463e-02
7.853669548240083120e-01,-1.513463466160265211e-02
7.788678032614739788e-01,-1.558176284185191704e-02
7.723003819662009883e-01,-1.603286992960255286e-02
7.656663489658185329e-01,-1.648779021473853815e-02
7.589673775946232936e-01,-1.694635258408194733e-02
7.522051560402267523e-01,-1.740838027962185453e-02
7.453813868872515291e-01,-1.787369065905868026e-02
7.384977866581742267e-01,-1.834209495988580602e-02
7.315560853514189166e-01,-1.881339806825143429e-02
7.245580259768202858e-01,-1.928739829385054880e-02
7.175053640885699080e-01,-1.976388715210912472e-02
7.103998673157809751e-01,-2.024264915491990474e-02
7.032433148907988318e-01,-2.072346161118901464e-02
6.960374971754113016e-01,-2.120609443844016784e-02
6.887842151851023553e-01,-2.169030998671254290e-02
6.814852801115169889e-01,-2.217586287596556155e-02
6.741425128433033986e-01,-2.266249984818059088e-02
6.667577434855126439e-01,-2.314995963531776141e-02
6.593328108777417595e-01,-2.363797284425151954e-02
6.518695621112184924e-01,-2.412626185976652834e-02
6.443698520450268363e-01,-2.461454076664967155e-02
6.368355428216896374e-01,-2.510251529186361200e-02
6.292685033823237628e-01,-2.558988276772960688e-02
6.216706089815960956e-01,-2.607633211698907535e-02
6.140437407027113936e-01,-2.656154386054570757e-02
6.063897849726707090e-01,-2.704519014862341586e-02
5.987106330780445074e-01,-2.752693481599894493e-02
5.910081806815072891e-01,-2.800643346189369415e-02
5.832843273393854000e-01,-2.848333355502638900e-02
5.755409760204731606e-01,-2.895727456424562057e-02
5.677800326263714448e-01,-2.942788811507383862e-02
5.600034055136084987e-01,-2.989479817240480244e-02
5.522130050177956884e-01,-3.035762124950482435e-02
5.444107429800776332e-01,-3.081596664337472521e-02
5.365985322761278598e-01,-3.126943669643310331e-02
5.287782863479398854e-01,-3.171762708438542744e-02
5.209519187386605354e-01,-3.216012713004605394e-02
5.131213426307030812e-01,-3.259652014278181797e-02
5.052884703873767869e-01,-3.302638378314767809e-02
4.974552130982543008e-01,-3.344929045218680841e-02
4.896234801284973792e-01,-3.386480770477068303e-02
4.817951786723436713e-01,-3.427249868625777129e-02
4.739722133109539048e-01,-3.467192259165466361e-02
4.661564855747992175e-01,-3.506263514637036893e-02
4.583498935107630512e-01,-3.544418910756359786e-02
4.505543312541104295e-01,-3.581613478499417330e-02
4.427716886054691714e-01,-3.617802058020395950e-02
4.350038506129485505e-01,-3.652939354277080775e-02
4.272526971595042022e-01,-3.686979994230014934e-02
4.195201025556449248e-01,-3.719878585474346855e-02
4.118079351375528163e-01,-3.751589776156347145e-02
4.041180568706792542e-01,-3.782068316019839005e-02
3.964811427154136814e-01,-3.811355802958475703e-02
3.889038914826211668e-01,-3.840009301033357747e-02
3.813547758717229508e-01,-3.868092273475211978e-02
3.738355432983455073e-01,-3.895551011434868205e-02
3.663479317261589818e-01,-3.922331513688617766e-02
3.588936694421135942e-01,-3.948379563306746165e-02
3.514744748412231279e-01,-3.973640804779354774e-02
3.440920562205026512e-01,-3.998060821395519465e-02
3.367481115816354231e-01,-4.021585212670659992e-02
3.294443284418974716e-01,-4.044159671616159857e-02
3.221823836528392437e-01,-4.065730061645433241e-02
3.149639432261855387e-01,-4.086242492911257296e-02
3.077906621663811237e-01,-4.105643397870785416e-02
3.006641843091842903e-01,-4.123879605876664550e-02
2.935861421656769665e-01,-4.140898416595609199e-02
2.865581567710406286e-01,-4.156647672059334692e-02
2.795818375374214404e-01,-4.171075827156930926e-02
2.726587821101909004e-01,-4.184132018382624718e-02
2.657905762268937266e-01,-4.195766130658481335e-02
2.589787935781592276e-01,-4.205928862057654871e-02
2.522249956698477957e-01,-4.214571786260637443e-02
2.455307316856948363e-01,-4.221647412584186160e-02
2.388975383497167759e-01,-4.227109243430673957e-02
2.323269397876421005e-01,-4.230911829013833669e-02
2.258204473866403661e-01,-4.233010819225924148e-02
2.193795596526272040e-01,-4.233363012520659913e-02
2.130057620644411065e-01,-4.231926401696110840e-02
2.067005269242022103e-01,-4.228660216471893940e-02
2.004653132031843643e-01,-4.223524962765670687e-02
1.943015663825575223e-01,-4.216482458584740189e-02
1.882107182883838714e-01,-4.207495866459773359e-02
1.821941869202836073e-01,-4.196529722359040870e-02
1.762533762732208797e-01,-4.183549961033258130e-02
1.703896761518970959e-01,-4.168523937752761921e-02
1.646044619772816797e-01,-4.151420446410751530e-02
1.588990945848520464e-01,-4.132209733978266242e-02
1.532749200141625412e-01,-4.110863511308495560e-02
1.477332692894089694e-01,-4.087354960300141477e-02
1.422754581907087201e-01,-4.061658737441354444e-02
1.369027870158668059e-01,-4.033750973767698256e-02
1.316165403324544014e-01,-4.003609271279272991e-02
1.264179867200822260e-01,-3.971212695873670151e-02
1.213083785028068601e-01,-3.936541766862748648e-02
1.162889514716692052e-01,-3.899578443152293405e-02
1.113609245974190032e-01,-3.860306106174368757e-02
1.065254997335424725e-01,-3.818709539672664188e-02
1.017838613097654388e-01,-3.774774906451154599e-02
9.713717601626559173e-02,-3.728489722206129731e-02
9.258659247888532950e-02,-3.679842826570858816e-02
8.813324092569259360e-02,-3.628824351510955004e-02
8.377823284529513359e-02,-3.575425687216793325e-02
7.952266063736730672e-02,-3.519639445647128329e-02
7.536759725590243264e-02,-3.461459421885257348e-02
7.131409584575303107e-02,-3.400880553475747747e-02
6.736318937307368693e-02,-3.337898877915838891e-02
6.351589025032347569e-02,-3.272511488481063407e-02
5.977318995653169847e-02,-3.204716488569459010e-02
5.613605865356997848e-02,-3.134512944752971403e-02
5.260544479921177435e-02,-3.061900838728165430e-02
4.918227475779408248e-02,-2.986881018361210033e-02
4.586745240932762341e-02,-2.909455148024349402e-02
4.266185875792760651e-02,-2.829625658422538562e-02
3.956635154046150155e-02,-2.747395696109810118e-02
3.658176483632791243e-02,-2.662769072895013189e-02
3.370890867929741269e-02,-2.575750215336132520e-02
3.094856867235501463e-02,-2.486344114521047560e-02
2.830150560649254479e-02,-2.394556276330829167e-02
2.576845508440004165e-02,-2.300392672379013986e-02
2.335012715000367792e-02,-2.203859691817095651e-02
2.104720592479236360e-02,-2.104964094192658328e-02
1.886034925186293870e-02,-2.003712963541980085e-02
1.679018834860016712e-02,-1.900113663893899033e-02
1.483732746888834567e-02,-1.794173796355939127e-02
1.300234357572863444e-02,-1.685901157947490223e-02
1.128578602510806224e-02,-1.575303702337866457e-02
9.688176261936212036e-03,-1.462389502639758858e-02
8.210007528830293860e-03,-1.347166716400669331e-02
6.851744588490522696e-03,-1.229643552926478617e-02
5.613823460367820678e-03,-1.109828243062615551e-02
4.496651172277872470e-03,-9.877290115487801989e-03
3.500605527571100037e-03,-8.633540520538151089e-03
2.626034888414035227e-03,-7.367115049869740750e-03
1.873257975687738202e-03,-6.078094381718454620e-03
1.242563685950433088e-03,-4.766558304582201207e-03
7.342109258556168971e-04,-3.432585583364157911e-03
3.484284643583588584e-04,-2.076253856076618141e-03
8.541480297976605904e-05,-6.976395615248556998e-04
-5.441765656524183534e-05,7.007392161148651806e-04
-6.946567638578903903e-05,2.104145271109058354e-03
4.062165636782225217e-05,3.510031318740846912e-03
2.759198807333927499e-04,4.918262549229190407e-03
6.364733600564314231e-04,6.328673843331770674e-03
1.122295197982487759e-03,7.741069934857106385e-03
1.733367151615360438e-03,9.155225634081392769e-03
2.469639542098060921e-03,1.057088611153056933e-02
3.331031162928928518e-03,1.198776724144133728e-02
4.317429186380954305e-03,1.340555600407610307e-02
5.428689068447382741e-03,1.482391094592992384e-02
6.664634452786065595e-03,1.624246269672784473e-02
8.025057074187142911e-03,1.766081454198283746e-02
9.509716662132818715e-03,1.907854304975148060e-02
1.111834084506511597e-02,2.049519875010323566e-02
1.285062505601604864e-02,2.191030686569515537e-02
1.470623244029437698e-02,2.332336809172951692e-02
1.668479376595722111e-02,2.473385942346012153e-02
1.878590733782553243e-02,2.614123502930641024e-02
2.100913891583069612e-02,2.754492716753505904e-02
2.335402163850212529e-02,2.894434714437285963e-02
2.582005595242559126e-02,3.033888631132670988e-02
2.840670954851722690e-02,3.172791709940381288e-02
3.111341730597017019e-02,3.311079408785001094e-02
3.393958124473673427e-02,3.448685510495404227e-02
3.688457048741211608e-02,3.585542235840411679e-02
3.994772123138493752e-02,3.721580359262814663e-02
4.312833673211229762e-02,3.856729327050021500e-02
4.642568729836907965e-02,3.990917377675670674e-02
4.983901030030478407e-02,4.124071664043103130e-02
